country,year,msw_gen_t,msw_trt_t,gdp_meur,population,msw_data_flag,log_gdp,log_pop,log_msw
RS,2008,2550000.0,1520000.0,3438459.8,,reported,15.050534196529291,,14.75160391713461
RS,2009,2636000.0,1581000.0,3330402.4,,reported,15.0186036954968,,14.784773174604535
RS,2010,2650000.0,1889000.0,3384054.3,,reported,15.034585045678805,,14.790070197962406
RS,2011,2710000.0,2090000.0,3385890.9,,reported,15.035127620246485,,14.812459192855883
RS,2012,2620000.0,1830000.0,3370859.0,,reported,15.030678165990475,,14.77868487573728
RS,2013,2410000.0,1945000.0,3386081.1,,reported,15.035183792953653,,14.695137305466838
RS,2014,2130000.0,1685000.0,3324987.0,,reported,15.016976322290013,,14.571632537685607
RS,2015,1840000.0,1374000.0,3368070.2,7114393.0,reported,15.029850497357542,15.777630473147147,14.425276129585168
RS,2016,1890000.0,1495000.0,3468277.0,7076372.0,reported,15.059168486818603,15.772271904954568,14.452087387035824
RS,2017,2150000.0,1806000.0,3550246.3,7040272.0,reported,15.082527539326588,15.767157363751496,14.580978400103845
RS,2018,2230000.0,1956000.0,3715309.7,7001444.0,reported,15.1279725973969,15.7616269714599,14.6175121434363
RS,2019,2350000.0,2024000.0,3891794.6,6963764.0,reported,15.17438094597247,15.756230690726198,14.669925886120343
RS,2020,2947000.0,2820000.0,3854821.6,6926705.0,reported,15.164835286347119,15.750894789119402,14.896298261719831
RS,2021,3022000.0,2893000.0,4161243.6,6871547.0,reported,15.24132452987079,15.742899820799392,14.921429421814821
RS,2022,3179000.0,3043000.0,4273741.8,6797105.0,reported,15.268000301244133,15.732007344201218,14.97207723989294
RS,2023,3095000.0,2960000.0,4433918.8,6641197.0,reported,15.304794355955075,15.708802776290074,14.945298464100834
SE,2004,4143000.0,4143000.0,3187487.2,,reported,14.974743452754481,,15.236930721059538
SE,2005,4321000.0,4321000.0,3276518.1,,reported,15.002291861633825,,15.27899741491407
SE,2006,4461000.0,4461000.0,3429730.6,,reported,15.047992273783464,,15.310883514110401
SE,2007,4460000.0,4460000.0,3540334.9,,reported,15.079731885155006,,15.310659323996246
SE,2008,4476000.0,4476000.0,3507653.6,,reported,15.070457881874471,,15.314240348413954
SE,2009,4390000.0,4390000.0,3358381.4,,reported,15.026969689681573,,15.294839785051353
SE,2010,4140000.0,4140000.0,3551514.0,,reported,15.082884549408572,,15.236206345801497
SE,2011,4278000.0,4278000.0,3663879.8,,reported,15.114033198561184,,15.268996168624488
SE,2012,4324000.0,4324000.0,3648696.8,,reported,15.109880620708436,,15.279691457741237
SE,2013,4371000.0,4371000.0,3690206.8,,reported,15.121193057806773,,15.290502373845452
SE,2014,4295000.0,4295000.0,3774925.6,,reported,15.143891231861774,,15.272962113400492
SE,2015,4422000.0,4422000.0,3940578.6,9747355.0,reported,15.18683812328418,16.092506524119116,15.302102640399529
SE,2016,4439000.0,4439000.0,4024559.4,9851017.0,reported,15.20792599700447,16.103085256549452,15.305939683816172
SE,2017,4551000.0,4551000.0,4100334.7,9995153.0,reported,15.226579162488992,16.117610833453302,15.330857546998779
SE,2018,4416000.0,4416000.0,4172921.1,10120242.0,reported,15.244126852133983,16.13004813458116,15.300744866939068
SE,2019,4611000.0,4611000.0,4281760.5,10230185.0,reported,15.269874814759957,16.140853221830767,15.343955311188843
SE,2020,4460000.0,4422000.0,4198959.9,10327589.0,reported,15.250347409727897,16.150329415984018,15.310659323996246
SE,2021,4352000.0,4356000.0,4418391.9,10379295.0,reported,15.301286364324632,16.155323514320266,15.286146067517915
SE,2022,4139000.0,4121000.0,4473861.9,10452326.0,reported,15.313762553322908,16.162335095339067,15.23596477073087
SE,2023,4134000.0,4113000.0,4464732.5,10521556.0,reported,15.311719860083702,16.168936663081666,15.23475601922385
SI,2004,969000.0,838000.0,31672.8,,reported,10.36321354737073,,13.784019890872903
SI,2005,989000.0,844000.0,32893.5,,reported,10.4010303488452,,13.804449610604848
SI,2006,1036000.0,886000.0,34837.2,,reported,10.458441060343008,,13.850877701801565
SI,2007,1060000.0,920000.0,37324.3,,reported,10.527399868045327,,13.87377946608825
SI,2008,1095000.0,905000.0,38582.9,,reported,10.56056445211579,,13.906264921232738
SI,2009,1069000.0,851000.0,35654.3,,reported,10.481625035679583,,13.882234190007182
SI,2010,1004000.0,805000.0,36050.8,,reported,10.492684333867702,,13.819502579233811
SI,2011,852000.0,796000.0,36287.1,,reported,10.499217585192557,,13.655341805811453
SI,2012,744000.0,639000.0,35229.1,,reported,10.469627724599658,,13.51979631381523
SI,2013,853000.0,526000.0,34938.9,,reported,10.461356100650962,,13.656514826473817
SI,2014,892000.0,530000.0,35904.2,,reported,10.488609559276835,,13.701221411562146
SI,2015,926000.0,869000.0,36763.5,2062874.0,reported,10.512260784124392,14.539610714085406,13.738629513628316
SI,2016,943000.0,790000.0,37879.1,2064188.0,reported,10.542154787778054,14.540247486706896,13.756821561615595
SI,2017,974000.0,773000.0,39839.1,2065895.0,reported,10.592604121081923,14.541074104524117,13.789166582624672
SI,2018,1009000.0,796000.0,41583.7,2066880.0,reported,10.63546354254205,14.541550781826245,13.824470299335745
SI,2019,1052000.0,868000.0,43041.3,2080908.0,reported,10.669915398840487,14.548314894883847,13.866203672279791
SI,2020,1024000.0,809000.0,41283.0,2095861.0,reported,10.628206071933391,14.555475005430122,13.83922708458159
SI,2021,1077000.0,853000.0,44757.8,2108977.0,reported,10.709021010190208,14.56171355375896,13.889689956138525
SI,2022,1029000.0,864000.0,45952.1,2107180.0,reported,10.735354828589372,14.560861118658078,13.844098014816186
SI,2023,1097000.0,909000.0,47043.9,2116972.0,reported,10.758836487299082,14.565497323765953,13.908089739257367
SK,2004,1400000.0,1400000.0,50288.0,,reported,10.825521759037349,,14.151982794585487
SK,2005,1468000.0,1381000.0,53549.2,,reported,10.888356136455245,,14.199411488156597
SK,2006,1524000.0,1441000.0,58328.8,,reported,10.973851246931916,,14.236849015228728
SK,2007,1579000.0,1494000.0,64639.2,,reported,11.076576316880766,,14.272302293237779
SK,2008,1686000.0,1557000.0,68106.0,,reported,11.128820593983395,,14.337869417543939
SK,2009,1654000.0,1583000.0,64356.5,,reported,11.072193218024106,,14.318707154565773
SK,2010,1719000.0,1666000.0,68726.7,,reported,11.137893048995243,,14.357253284364987
SK,2011,1679000.0,1609000.0,70487.8,,reported,11.163194924180152,,14.333708936059677
SK,2012,1657000.0,1601000.0,71593.9,,reported,11.178765153788666,,14.3205192964087
SK,2013,1645000.0,1502000.0,72097.4,,reported,11.185773261596474,,14.31325094218161
SK,2014,1733000.0,1528000.0,74049.8,,reported,11.212493118814512,,14.365364568697743
SK,2015,1784000.0,1683000.0,77883.2,5421349.0,reported,11.26296554749666,15.505855235436037,14.394368592122092
SK,2016,1890000.0,1875000.0,79400.3,5426252.0,reported,11.282257425565621,15.50675921417454,14.452087387035824
SK,2017,2058000.0,2057000.0,81682.8,5435343.0,reported,11.310598732368529,15.50843318602175,14.537245195376132
SK,2018,2254000.0,2253000.0,85000.9,5443120.0,reported,11.350417123651692,15.509862983838755,14.628216973581859
SK,2019,2299000.0,2293000.0,86935.4,5450421.0,reported,11.372920593090086,15.511203411362398,14.647984803745318
SK,2020,2612000.0,2568000.0,84687.7,5457873.0,reported,11.346725651676985,15.512569711383147,14.775626769378459
SK,2021,2705000.0,2660000.0,89477.5,5459781.0,reported,11.401742476009467,15.512919237026555,14.810612470262718
SK,2022,2597000.0,2531000.0,89964.8,5434712.0,reported,11.407173761697392,15.50831708725303,14.769867490644886
SK,2023,2561000.0,2506000.0,91865.4,5428792.0,reported,11.428079741259781,15.507227199388854,14.755908365181662
TR,2004,29736000.0,25015000.0,919228.7,,reported,13.731290227831698,,17.207868990959224
TR,2005,31352000.0,26617000.0,1002985.0,,reported,13.818491111697647,,17.260788618861604
TR,2006,30082000.0,25281000.0,1073872.2,,reported,13.886781552557142,,17.219437544197294
TR,2007,30366000.0,25818000.0,1128727.6,,reported,13.936601538555179,,17.22883411942427
TR,2008,28454000.0,24074000.0,1139113.2,,reported,13.945760622916728,,17.163799306193248
TR,2009,30196000.0,26015000.0,1083493.8,,reported,13.895701377745594,,17.22322002324165
TR,2010,29733000.0,25098000.0,1176048.0,,reported,13.977670222934277,,17.207768098056956
TR,2011,30862000.0,26610000.0,1305177.6,,reported,14.081849681433283,,17.245036211613286
TR,2012,30786000.0,25707000.0,1367925.7,,reported,14.128806062824138,,17.242570599152156
TR,2013,30920000.0,25427000.0,1484038.7,,reported,14.210277780536549,,17.246913781683496
TR,2014,31230000.0,27990000.0,1552316.3,,reported,14.25525876050698,,17.25688972925926
TR,2015,31283000.0,27569000.0,1642437.1,77695904.0,reported,14.311691733326036,18.168313098375645,17.258585376970903
TR,2016,33763000.0,31584000.0,1697026.3,78741053.0,reported,14.344388042033808,18.181675216517192,17.33487608630323
TR,2017,34173000.0,31968000.0,1829833.1,79814871.0,reported,14.41973531847264,18.19522039844186,17.346946416550157
TR,2018,34533000.0,32209000.0,1893294.5,80810525.0,reported,14.4538289912555,18.20761777490923,17.357425946565307
TR,2019,35017000.0,32661000.0,1917938.1,82003882.0,reported,14.466761260703478,18.222277145571372,17.3713442158184
TR,2020,34581000.0,32324000.0,1952519.7,83154997.0,reported,14.48463125027376,18.236216858009172,17.35881495625126
TR,2021,35022000.0,32737000.0,2183133.7,83614362.0,reported,14.596271879648377,18.24172585755836,17.371486993413985
TR,2022,32422000.0,,2301922.9,84680273.0,reported,14.649255375087957,18.25439322812749,17.294347762683657
TR,2023,32457000.0,,2418057.7,85279553.0,reported,14.698475172568608,18.26144527681085,17.29542669433782
